player_name,country_birth,country_fifa
Imo Obot,,Nigeria
Ali Haisam,,Maldives
Koke,Spain,Spain
Pablo Sarabia,Spain,Spain
Nemanja Gudelj,Jugoslawien (SFR),Serbia
Silas Nenrot,,Nigeria
Enyinnaya Kazie,,Nigeria
Dante Rossi,Argentina,San Marino
Deshawon Nembhard,Belize,Belize
Hai Long Nguyen,,Vietnam
Modesto Méndez,Cuba,Cuba
Gabriel Torres,Panama,Panama
Hanif Farhan Azman,,Brunei Darussalam
Evidence Makgopa,,South Africa
Lague Byiringiro,Rwanda,Rwanda
Saddam Gaffar,Indonesia,Indonesia
Pratama Arhan,Indonesia,Indonesia
Alan Jérôme,,Haiti
Adlène Guédioura,France,Algeria
Darwin Lom,Guatemala,Guatemala
Sidney Obissa,Gabon,Gabon
Michal Duris,CSSR,Slovakia
Franklin Tebo,,Nigeria
Yazed Al Maashani,Oman,Oman
Erzhan Tokotaev,,Kyrgyzstan
Juraj Kucka,CSSR,Slovakia
Martin Dubravka,CSSR,Slovakia
Daniel Rosario,Puerto Rico,Puerto Rico
Wilfredo Rivera,Puerto Rico,Puerto Rico
Ali Shamis,,Maldives
Liam Cooper,England,Scotland
Dávid Sigér,Hungary,Hungary
Prince Mouandza,,Congo
Jomei Bean-Lindo,,Bermuda
Denis Rukundo,,Rwanda
Valizhon Rakhimov,Uzbekistan,Uzbekistan
Robin Olsen,Sweden,Sweden
Jorge,Mozambique,Mozambique
Cédric Urasenga,Burundi,Burundi
Fidel Martínez,Ecuador,Ecuador
Uasilaa Heleta,,American Samoa
Johnny Saelua,,American Samoa
Nicky Salapu,American Samoa,American Samoa
Miroslav Stevanovic,Jugoslawien (SFR),Bosnia-Herzegovina
Alidzhon Karomatullozoda,,Tajikistan
Kristoffer Nordfeldt,Sweden,Sweden
Christopher Trimmel,Austria,Austria
Wei-Jie Gao,,Chinese Taipei (Taiwan)
Sime Vrsaljko,Croatia,Croatia
Peng-Lung Hsieh,,Chinese Taipei (Taiwan)
Khusrav Toirov,,Tajikistan
Julio Sibrián,,El Salvador
Shawn Adonis,,Guyana
Nicholai Andrews,,Guyana
Marcus Wilson,,Guyana
Omari Glasgow,,Guyana
Javier George,Guyana,Guyana
Benjamin Ettienne,,Grenada
Mark Chargualaf,Guam,Guam
Paulin Voavy,Madagascar,Madagascar
Lewis Duberry,,Montserrat
Axel Bartsch,,American Virgin Islands
Julius Brown,,American Virgin Islands
Arthbert William,,American Virgin Islands
Joseph Whelan,,American Virgin Islands
Ted Roberts,,St. Vincent & Grenadinen
Oryan Velox,,St. Vincent & Grenadinen
Garwin Davis,St. Vincent & Grenadinen,St. Vincent & Grenadinen
Triston Sandy,,Dominica
Cornelius Stewart,St. Vincent & Grenadinen,St. Vincent & Grenadinen
Jesse August,,Belize
Jahlin Pelayo,,Belize
Johan Rodríguez,,Puerto Rico
Eli Carr,United States,Puerto Rico
Haris Vuckic,Slovenia,Slovenia
Luis Mejía,Panama,Panama
Mathias Kigonya,Uganda,Uganda
Gerard Williams,St. Kitts & Nevis,St. Kitts & Nevis
Hernán Galíndez,Argentina,Ecuador
Bikash Khawas,,Nepal
Pujan Uparkoti,,Nepal
Gautam Shrestha,,Nepal
Suraj Jeu Thakuri,,Nepal
Bishal Sunuwar,,Nepal
Óscar Murillo,Colombia,Colombia
Anders Christiansen,Denmark,Denmark
Eiji Kawashima,Japan,Japan
Fitsum Alemu,,Ethiopia
Dominic Chanda,Zambia,Zambia
Lameck Siame,Zambia,Zambia
Prince Mumba,,
Ehsan Hajsafi,Iran,Iran
Marvin Phillip,Trinidad and Tobago,Trinidad and Tobago
Geoffroy Serey Dié,Cote d'Ivoire,Cote d'Ivoire
Lalaïna Nomenjanahary,Madagascar,Madagascar
Mamy Gervais,Madagascar,Madagascar
Thomas Kaminski,Belgium,Belgium
Miguel Lloyd,Dominican Republic,Dominican Republic
Delvin N'Dinga,People's republic of the Congo,Congo
Dmitriy Nepogodov,UdSSR,Kazakhstan
Pascal Razakanantenaina,Madagascar,Madagascar
Bertrand Kai,,Neukaledonien
Beniaminio Mateinaqara,,Fiji
Billy Forbes,Turks- and Caicosinseln,Turks- and Caicosinseln
Lenford Singh,,Turks- and Caicosinseln
Martín Mapisa,Zimbabwe,Zimbabwe
Tristan Caruana,,Malta
Anthony Moris,Belgium,Luxembourg
MacDonald Taylor,American Virgin Islands,American Virgin Islands
Thrizen Leader,St. Kitts & Nevis,St. Kitts & Nevis
Telmo Arcanjo,Portugal,
Rustam Ahmadzada,Ukraine,Azerbaijan
Eloy Room,Netherlands,Curacao
Genki Haraguchi,Japan,Japan
Martin Steuble,Switzerland,Philippines
Dairon Reyes,Cuba,Cuba
Shuichi Gonda,Japan,Japan
Yuto Nagatomo,Japan,Japan
Chathuranga Madushan,,Sri Lanka
Alex Sandro,Brazil,Brazil
Odmar Faerö,Faroe Islands,Faroe Islands
Aïssa Mandi,France,Algeria
Arif Aiman,Malaysia,Malaysia
Roberts Savalnieks,Latvia,Latvia
Emmanuel Chabula,Zambia,Zambia
Josip Ilicic,Jugoslawien (SFR),Slovenia
Rodgers Kola,Zambia,Zambia
Nasr Omar,Sudan,Sudan
Harris Tchilimbou,People's republic of the Congo,Congo
Anthony Oyono,France,Gabon
Stopira,Cape Verde,Cape Verde
Martin Expérience,France,Haiti
Yabe Siad,,Djibouti
Abdoulkader Djama,,
Adama Jarjue,The Gambia,
Saïdou Sow,Guinea,Guinea
Abdoulaye Sylla,Guinea,Guinea
Kieran Ngwenya,Scotland,Malawi
Lukasz Skorupski,Poland,Poland
Eric Ndayishimiye,Rwanda,Rwanda
Maksim Skavysh,UdSSR,Belarus
Adolfo Machado,Panama,Panama
Dorren Hamlet,St. Vincent & Grenadinen,St. Vincent & Grenadinen
Denis Alibec,Romania,Romania
Dshon Forbes,Nicaragua,Nicaragua
Celso Borges,Costa Rica,Costa Rica
Michael Boxall,New Zealand,New Zealand
Maya Yoshida,Japan,Japan
Adi Satryo,Indonesia,Indonesia
Ismail Diakite,Mauritania,Mauritania
Serge Wawa,Cote d'Ivoire,Cote d'Ivoire
Cristiano Ronaldo,Portugal,Portugal
Kevin Volland,Germany,Germany
Gilson Tavares,Cape Verde,Cape Verde
Karrar Amer,,Iraq
Salomon Omseb,,Namibia
Amjad Al Harthi,,Oman
Dhiya Mahjoub Musa,,Sudan
Ibrahim Abdoul Aziz,,Niger
Abdoulkarim Mamoudou,,Niger
Issa Djibrilla,Niger,Niger
Abderahim Aboubakar,Chad,Chad
Luis Barboza,,Bolivia
Ahmed Al-Gadeeri,Libya,Libya
Ezechiel Ndouasel,Chad,Chad
Almike Moussa N'Diaye,,Mauritania
Unisa Conteh,,Sierra Leone
Abu Bakarr Samura,Sierra Leone,Sierra Leone
Josué Doke,Togo,Togo
Lamin Conteh,,Sierra Leone
Daoud Wais,,Djibouti
Moctar Yacouba,Niger,Niger
Olivier Giroud,France,France
Takudzwa Chimwemwe,Zimbabwe,Zimbabwe
Dovletmukhammed Dzhallalov,,Turkmenistan
Rovshengeldy Khalmammedov,,Turkmenistan
Mathyas Randriamamy,France,Madagascar
Idraki Adnan,Singapore,Singapore
Mar Vincent Diano,Philippines,Philippines
Ethan Brooks,South Africa,South Africa
Hiroki Sakai,Japan,Japan
Charbel Gomez,Benin,Benin
Genta Alparedo,Indonesia,Indonesia
Abdou Sémio Tchatakora,Togo,Togo
Vincent Nyangulu,,Malawi
Wendimeneh Dereje,,Ethiopia
Mesay Paulos,,Ethiopia
Suleman Hamid,,Ethiopia
Georgi Georgiev,Bulgaria,Bulgaria
Gabin Allambatnan,Chad,Chad
Rehan Angier,,Southern Sudan
Trauré,,Sao Tome and Principe
Godfrey Okello,,Southern Sudan
Asad Musa,,Southern Sudan
Chaniza Zulu,Zambia,Zambia
Tendai Kesekile,,Botsuana
Prince Mohanda,,Central African Republic
Michaël Yangao,,Central African Republic
Melky Ndokomandji,,Central African Republic
Thabang Malane,,Lesotho
Thabo Lesoaoana,,Lesotho
Joël Djingar,,Chad
Kialonda Gaspar,Angola,Angola
Amissi Bizimana,,Burundi
Mohamed Lamine Ouattara,Cote d'Ivoire,Burkina Faso
Fidel,,Mozambique
Manfred Starke,Namibia,Namibia
Dimitrios Christofi,Cyprus,Cyprus
Eba Viegas,Portugal,Sao Tome and Principe
Adjeil Neves,,Sao Tome and Principe
Marc Vales,Andorra,Andorra
Badr Mousa,,Palästina
Alexander Domínguez,Ecuador,Ecuador
Meng-Hsin Liang,Chinese Taipei (Taiwan),Chinese Taipei (Taiwan)
Dion Malone,Suriname,Suriname
Yves Mugunga,,Rwanda
Ibrahim Orit,,Uganda
Aziz Abdu Kayondo,,Uganda
Bobosi Byaruhanga,,Uganda
Christian Ramos,Peru,Peru
Abdoul-Halimou Sama,,Togo
Pedro Francisco,,Angola
Hassan Seidou Boubacar,,Niger
Hassan Moussa Hirir,,Djibouti
Igors Tarasovs,UdSSR,Latvia
James Forrest,Scotland,Scotland
Cebio Soukou,Germany,Benin
Eran Zahavi,Israel,Israel
Sajad Jassim,Iraq,Iraq
Andreas Lava Olsen,Faroe Islands,Faroe Islands
Jude Steven,,Nigeria
Demba Diallo,,Mali
Makabi Lilepo,,DR Congo
Amede Masasi,,DR Congo
Yakhouba Barry,Guinea,Guinea
Kelvin Durán,Dominican Republic,Dominican Republic
Benarfa,,Angola
Kaspars Dubra,UdSSR,Latvia
Maurice Deville,Germany,Luxembourg
Thanh Binh Nguyen,,Vietnam
Sergei Zenjov,UdSSR,Estonia
Muhamud Hassan,,
Jordan Saling,United States,Puerto Rico
Mahdi Dashti,,Kuwait
Hamad Al Qallaf,,Kuwait
Fawaz Ayedh,,Kuwait
Martin Hinteregger,Austria,Austria
Stefan Lainer,Austria,Austria
Jasmin Kurtic,Jugoslawien (SFR),Slovenia
James McClean,Northern Ireland,Ireland
Jesse Williams,,Trinidad and Tobago
Ismaeel Abdulatif,Bahrain,Bahrain
Vagiz Galiulin,UdSSR,Uzbekistan
Abdulmalik Sanusi,,Nigeria
Antonio Rüdiger,Germany,Germany
Nasser Djiga,Burkina Faso,Burkina Faso
Hasan Al-Haydos,Qatar,Qatar
Grigor Meliksetyan,UdSSR,Armenia
Mohamed Saeed Ahmed,,
Serikzhan Muzhikov,UdSSR,Kazakhstan
Abdul Hamisi Suleiman,,Tanzania
Laurent Alfred Laurent,,Tanzania
Blondon Belanof Meyapya Fongain,,Cameroon
Isaac Ngoma,,Central African Republic
Christian-Theodor Yawanendji-Malipangou,,Central African Republic
Raphael Marc Yapende,,Central African Republic
Angelo Galabazi,,Central African Republic
Issahaku Abdul Fatawu,,Ghana
Prins Menelik Tjiueza,,Namibia
Steven Junior Damaseb,,Namibia
Penouua Amazing Kandjii,,Namibia
Alyer López,Nicaragua,Nicaragua
Mustaf Yuusuf,,Somalia
Al-Gozoli Nooh,,Sudan
Tanat Nuserbaev,UdSSR,Kazakhstan
Enock Walusimbi,,
Eric Kirungo Kwizera,,
Ricardo Rodríguez,Switzerland,Switzerland
Xherdan Shaqiri,Jugoslawien (SFR),Switzerland
Ovidy Karuru,Zimbabwe,Zimbabwe
Fabrice N'Sakala,France,DR Congo
Menaf Awol,,Ethiopia
Abdulkarim Worku,,Ethiopia
Habtamu Tekeste,,Ethiopia
Klaemint Olsen,Faroe Islands,Faroe Islands
Moussa Kyabou,Mali,Mali
Nahashon Alambi,,Kenya
Baraka Badi,,Kenya
Elvis Rupia,,Kenya
Muyang Ilemu,,Southern Sudan
Gibson Adinho,,Southern Sudan
Ivan Karadzhov,Bulgaria,Bulgaria
Beny,Angola,Angola
Momchil Tsvetanov,Bulgaria,Bulgaria
Strahil Popov,Bulgaria,Bulgaria
Nigel Charles,,St. Vincent & Grenadinen
Marlon Simmons,,St. Vincent & Grenadinen
Terrason Joseph,,St. Vincent & Grenadinen
Peter Julmis,Bahamas,Bahamas
Patrick Banda,,
Isaac Castillo,,Belize
Arvydas Novikovas,Lithuania,Lithuania
James Saruni,,Kenya
Harun Mwale,,Kenya
Israel Patrick Mwenda,Tanzania,Tanzania
Yassin Mustapha Salumu,,Tanzania
Justin Smith,British Virgin Islands,British Virgin Islands
William Butler,,British Virgin Islands
Luka Chalwell,,British Virgin Islands
Luca Reich,,British Virgin Islands
Loïc Martin Ako Assomo,Cameroon,Cameroon
Shawn Aguigui,United States,Guam
Morgan McKenna,,Guam
Anthony Moon,,Guam
Leon Morimoto,United States,Guam
Robert Niu,Guam,Guam
Eduardo Jr. Pedemonte,,Guam
Nathan Sablan,Guam,Guam
Melque,Mozambique,Mozambique
Clifford Samuel,,St. Kitts & Nevis
Justin Byles,,Cayman Islands
David Lee,,Cayman Islands
Cameron Gray,,Cayman Islands
Yunior Pérez,,Cuba
Yasniel Matos,,Cuba
Nkau Lerotholi,,Lesotho
Kymani Nelson,,Montserrat
Asmel Núñez,,Cuba
Alidzhoni Ayni,,Tajikistan
Tuya Khash-Erdene,,Mongolia
James Lee,Mariana Islands,Guam
Kurtlon Williams,,St. Vincent & Grenadinen
Emile Saimovici,Singapore,Barbados
Tsito Razafindrasata,,Madagascar
Hussain Ali Mohsin,,Kuwait
Keon Atkins,,Barbados
Kevin Simiyu,,Kenya
Osego Gaotewe,Botsuana,Botsuana
Bilal Moussa,,Togo
Kossi Adry,,Togo
Hervé Gbényo,,Togo
Mahari Cortijo,,American Virgin Islands
Stewart Murray,,Anguilla
Bassekou Diabaté,Mali,Mali
José Cruz,,Aruba
Tumelo Ngatane,,Lesotho
Abdul Razak Conteh,,Sierra Leone
Saidu Fofanah,,Sierra Leone
Alusine Koroma,,Sierra Leone
Masalakie Bangura,,Sierra Leone
Mokoteli Mohapi,,Lesotho
Abdul Bundu,,Sierra Leone
Alpha Kamara,,Sierra Leone
Samir Samandari,,Afghanistan
Mandela Malish Lujang,,Southern Sudan
Nassir Haidar,,Southern Sudan
Callum Park,,Turks- and Caicosinseln
Nilton,,Sao Tome and Principe
Rami Kartikila,,Sudan
Elias Varela,,Sao Tome and Principe
Kamaijanda Ndisiro,Namibia,Namibia
Omer Al Masry,,Sudan
Hussein Alnour,,Sudan
Jumaa Abu Raqiqah,,Libya
Redwan Tawfiq,,Libya
Bienvenu Mbailao,,Central African Republic
Delphin Mokonou,,Central African Republic
Rascari Cox,,Turks- and Caicosinseln
Ismahila Ouédraogo,Burkina Faso,Burkina Faso
Clyde Senaji,,Kenya
Rajo Razafindrabe,Madagascar,Madagascar
Fredy,Angola,Angola
Darius Lantan,Dominica,Anguilla
Nigel Hasselbaink,Netherlands,Suriname
Dedryck Boyata,Belgium,Belgium
Walmer Martínez,United States,El Salvador
Alexandros Paschalakis,Greece,Greece
El Omar Fardi,France,Comoros
Rodney Strasser,Sierra Leone,Sierra Leone
Kevin De Bruyne,Belgium,Belgium
Manish Dangi,Nepal,Nepal
Ayush Ghalan,,Nepal
Abdou Samadou Bourou,Benin,Benin
Kamal Thapa,,Nepal
Jonathan Kodjia,France,Cote d'Ivoire
Maxime Chanot,France,Luxembourg
Sereekhuu Batmagnai,,Mongolia
Oktyabri Davaadelger,,Mongolia
Lester Hayes III,United States,Puerto Rico
Gerardo Ortiz,Paraguay,Paraguay
Dejon Noel-Williams,England,Grenada
Arzuvguly Sapargulyev,,Turkmenistan
Rasul Charyyev,,Turkmenistan
Ali Naajih,,Maldives
Ali Shamal Abdulla,,Maldives
Saud Ali Al-Habsi,,Oman
Ameed Sawafta,,Palästina
Mohammed Fateh Aman,,Yemen
Salem Abdullah Mutran,,Yemen
Jalal Jalal,,Yemen
Ahmed Al Wajeeh,,Yemen
Mazen Hasan,,Yemen
Sor Rotana,,Cambodia
Nhoem Lyhuor,,Cambodia
Lim Pisoth,,Cambodia
Leng Nora,,Cambodia
Hazaa Ali,,Bahrain
Abdulmohsen Al Turkmani,,Kuwait
Charles Aránguiz,Chile,Chile
Eduardo Vargas,Chile,Chile
Tola Wut,Cambodia,Cambodia
Sebastián Tagliabúe,Argentina,United Arab Emirates
Mohamed Hasmeer,,Sri Lanka
Supun Danajaya,,Sri Lanka
Roen Davis,,Bahamas
Kimani Thomas,,Dominica
Denvin Jones,,British Virgin Islands
Charley McMillan-López,,British Virgin Islands
William Shaffer,,American Virgin Islands
Dylan Ramos,,American Virgin Islands
Georgino M'Vondo Ze,,
Jean Bosco Ruboneka,,
Jordan Casanova,,Belize
Richard Jones,,Bermuda
Kole Hall,,Bermuda
Luke Robinson,,Bermuda
Kennijah Joseph,,St. Vincent & Grenadinen
Kalonji Clarke,,St. Kitts & Nevis
Kwesi Paul,,Grenada
Carlo Guillaume,,Turks- and Caicosinseln
Cory Williams,,Turks- and Caicosinseln
Hayden Williams,,Turks- and Caicosinseln
Raymond Burey,,Turks- and Caicosinseln
Rodondo Roach,,Anguilla
Nathan Idumba Fasika,,
Blaise Nishimwe,,
Martin Fabrice Twizerimana,,
Trishawn Thomas,,Grenada
Junior Olaitan,,Benin
Walid Abbas,,United Arab Emirates
Yousef Jaber,,United Arab Emirates
Hassan Ibrahim Ali,,Somalia
Gehad Abdulrab,,Yemen
Fawaz Al Embailesh,,Kuwait
Hanif Aiman,,Brunei Darussalam
Maziri Maidin,,Brunei Darussalam
Noah Bamba,,Guam
Martin Iseke,Guam,Guam
Shaun-Paul Martinez,Guam,Guam
Bryan Nakamine,,Guam
E. J. Sablan,,Guam
Andrew Stenson,,Guam
Michael Castaneda,,Guam
Daniel Glasscock,Guam,Guam
Matt Iseke,Guam,Guam
Nainoa Norton,Guam,Guam
Kai Pahl,Guam,Guam
Christian Kido,,Guam
Samuel Akinbinu,Nigeria,Djibouti
Saidu Mansaray,,
Tonia Tisdell,Liberia,Liberia
Cuco Martina,Netherlands,Curacao
Fred Jones,,Wales
Craig Braham-Barrett,England,Montserrat
Denis Kibu,,
Martín Campaña,Uruguay,Uruguay
Heung-min Son,"Korea, South","Korea, South"
Thomas Delaney,Denmark,Denmark
Mohammad Ali,,Pakistan
Juan Cuadrado,Colombia,Colombia
Tiago Almeida,Portugal,Cape Verde
Seung-gyu Kim,"Korea, South","Korea, South"
Yong Lee,"Korea, South","Korea, South"
Robert Mak,CSSR,Slovakia
Vladimir Weiss,CSSR,Slovakia
Mateusz Klich,Poland,Poland
Kelvin Leerdam,Suriname,Suriname
Jon McLaughlin,Scotland,Scotland
Kalidou Koulibaly,France,Senegal
Darryl Lachman,Netherlands,Curacao
Liridon Krasniqi,Yugoslavia (Republic),Malaysia
Manuel Ott,Germany,Philippines
Fouad Bachirou,France,Comoros
Christian Günter,Germany,Germany
Willi Orban,Germany,Hungary
Filip Djuricic,Jugoslawien (SFR),Serbia
Carlos Cáceda,Peru,Peru
Aldo Corzo,Peru,Peru
Yoshimar Yotún,Peru,Peru
David Marshall,Scotland,Scotland
Pedro Gallese,Peru,Peru
Christian Cueva,Peru,Peru
Hervé Lybohy,Cote d'Ivoire,Niger
Kyle Walker,England,England
Adama Guira,Burkina Faso,Burkina Faso
Henri Anier,Estonia,Estonia
Martin Braithwaite,Denmark,Denmark
Kieran Trippier,England,England
Hallur Hansson,Faroe Islands,Faroe Islands
Gilli Rólantsson,Faroe Islands,Faroe Islands
Romelu Lukaku,Belgium,Belgium
Yevgen Makarenko,UdSSR,Ukraine
James Comley,England,Montserrat
Roman Bezus,UdSSR,Ukraine
Munir,Spain,Morocco
Marko Vesovic,Jugoslawien (SFR),Montenegro
Denis Cheryshev,UdSSR,Russia
Alexandru Antoniuc,UdSSR,Moldova
Nemanja Mitrovic,Slovenia,Slovenia
Enrico Pepe,Italy,Malta
Ion Jardan,UdSSR,Moldova
Maxim Potirniche,UdSSR,Moldova
Odise Roshi,Albania,Albania
Sokol Cikalleshi,Albania,Albania
Bekim Balaj,Albania,Albania
Pelé,Portugal,Guinea-Bissau
José Manuel Velázquez,Venezuela,Venezuela
Jannik Vestergaard,Denmark,Denmark
Brendan Gan,Australia,Malaysia
Murtaz Daushvili,UdSSR,Georgia
Tano Bonnín,Spain,Dominican Republic
